config_id,buffer_pool_size,cache_size,log_file_size,thread_concurrency,query_cache_size,metric_pages_read,metric_pages_written,metric_cache_hits,metric_cache_misses,metric_lock_wait_time,performance_latency_99th_percentile
12001,2048,1156,64,16,30,40545,24949,15148,1125,0.41735956,244.4427538
12002,4096,1455,64,1,646,41276,24892,15198,2475,0.459042362,655.5111938
12003,8192,5196,128,2,1464,41994,25146,15459,3335,0.907132121,479.7184296
12004,4096,920,512,2,1966,41046,24956,15330,2944,2.061650736,510.9913487
12005,4096,6294,256,8,296,40898,24748,15708,2313,1.204436708,296.2084163
12006,4096,569,128,8,326,41229,24910,14830,1286,1.073390605,300.5429679
12007,2048,2249,64,4,1840,40357,25100,15281,3608,1.163959813,394.9610132
12008,8192,875,128,64,757,42144,24995,15302,4486,0.1855202,160
12009,4096,4900,64,16,407,40967,25230,15733,3706,0.693733644,237.7854863
12010,1024,587,128,8,1666,40286,25070,15194,1137,1.263348644,321.0858453
12011,4096,7316,512,8,2014,41071,24559,15791,4206,0.605912963,300.2899052
12012,4096,1490,128,64,1282,41104,24915,15207,1293,0.620881993,168.1693893
12013,4096,846,256,32,1292,40975,24988,15148,1141,1.170726242,203.9464751
12014,4096,4273,128,16,1540,41093,24752,15808,4144,0.384604522,234.5556489
12015,8192,764,256,16,388,41577,24803,15187,4887,0.799523637,234.8813729
12016,4096,1143,64,32,289,41296,25367,14953,2220,0.778240761,198.3164024
12017,4096,1082,512,4,465,41212,24694,14931,3447,1.034127179,382.7278756
12018,16384,6428,128,4,151,44277,24841,15630,4054,1.20367263,375.0442972
12019,8192,7588,256,8,75,42261,24879,15882,3977,0.511162677,289.0679403
12020,4096,6836,64,4,87,41200,24900,15835,2860,0.982756225,379.3607405
12021,8192,1025,64,32,499,41886,24833,14911,1287,0.775012779,186.2560007
12022,8192,7361,256,32,1494,41957,24729,15702,1011,1.584864732,200.4985606
12023,1024,8072,128,8,521,40092,24770,15878,3187,0.924133396,316.1678262
12024,2048,3701,128,4,1037,40565,24996,15253,3909,1.150997727,390.1474999
12025,8192,5746,256,4,1996,42521,24954,15886,1611,1.376972824,385.7432192
12026,4096,2891,128,8,1010,40569,24777,15249,1805,0.709899531,292.8249238
12027,4096,1125,256,8,870,41010,24944,15168,503,1.085975863,303.358948
12028,8192,6277,256,16,15,42157,24738,15778,2391,1.857145527,246.5713816
12029,8192,6173,128,8,627,42233,24996,15758,1923,1.010042514,301.5418033
12030,4096,6881,128,8,556,40966,25027,15938,4166,1.006410271,295.1458106
12031,4096,2966,256,4,2008,40816,24736,15359,1876,1.290156352,382.3318582
12032,4096,7745,64,16,1667,40990,25076,16134,2807,0.82047123,236.2836214
12033,4096,7361,256,16,1467,41125,24885,15579,4070,0.875987717,239.2734577
12034,4096,5567,128,32,796,41365,24924,15693,1516,1.29305165,203.1187055
12035,8192,6494,128,8,513,42382,25096,15909,2605,1.944976505,299.4124741
12036,1024,7987,128,4,1582,39768,24900,15954,1224,0.952831176,392.5497575
12037,8192,1783,128,8,1313,41737,24834,15222,3973,0.27365094,284.3329462
12038,8192,2792,128,32,1105,41793,24782,15221,978,1.202837166,193.9777869
12039,8192,5193,256,32,822,41965,24648,15713,1300,1.411546816,199.5299706
12040,8192,4759,64,1,1755,42346,24858,15803,1192,1.226921533,658.0499802
12041,2048,3584,64,8,515,40598,25103,15600,3268,0.910196009,309.7259946
12042,4096,1293,128,4,931,40890,24807,15102,797,1.050398461,379.5155468
12043,2048,3569,64,8,1758,40269,25033,15675,2652,0.862036383,311.6076061
12044,4096,3404,128,2,1505,41076,24964,15635,1487,1.203896369,495.9633554
12045,2048,6524,256,8,402,40359,24621,15828,2951,0.675491472,307.3905782
12046,8192,4927,512,4,1408,41861,24880,15695,2353,0.544782345,375.454431
12047,4096,1132,128,8,851,41040,24837,15092,1842,0.111668777,284.2773115
12048,8192,6010,64,8,1793,41923,25189,15951,2410,1.568176673,300.6059934
12049,2048,7633,128,8,2029,40339,25049,15871,2325,1.339091647,308.408767
12050,1024,6801,64,1,791,40433,25030,15754,2905,1.194677716,682.8767138
12051,16384,1870,512,16,1868,44010,24808,15149,2206,0.87552052,223.9656739
12052,2048,7665,64,8,1150,40583,25004,15932,2687,1.284975103,308.1145892
12053,8192,2297,128,8,1865,42002,24644,15307,3926,2.056683411,307.9688817
12054,4096,3971,128,4,128,40863,24855,15471,1939,2.169248409,397.9673859
12055,1024,5940,256,8,648,40054,24939,15719,2722,1.388537746,328.360726
12056,4096,3428,256,2,53,41078,24619,15548,3800,0.806041201,500.3946711
12057,2048,2595,256,8,1256,40618,24817,15157,2100,0.862470513,298.6688552
12058,4096,4253,128,16,919,41147,25225,15606,4582,1.435837199,257.6976496
12059,8192,1712,256,8,1916,42230,24868,15208,2935,1.495908528,306.1977734
12060,1024,8118,512,16,523,39929,24573,16172,530,1.416193385,271.4752751
12061,1024,4889,256,4,970,39967,24917,15598,647,1.271465067,404.4009036
12062,4096,5653,128,32,347,40885,24974,15705,3256,0.987216218,201.0926783
12063,1024,6110,128,4,1481,39936,24789,15970,463,0.714518067,388.9403401
12064,16384,6748,256,16,2019,44421,24842,16292,4253,0.1,214.5660834
12065,16384,650,256,8,523,44095,24694,15105,1381,1.319748263,291.9154748
12066,16384,3023,256,2,532,44344,24819,15297,2000,0.820341385,488.6194921
12067,2048,7284,128,4,1692,40478,24860,16053,572,0.281806243,381.0258426
12068,16384,5176,512,32,914,43968,24484,15588,2673,1.195542938,189.704121
12069,2048,2698,256,4,1408,40020,24831,15476,1622,0.817935982,379.4051151
12070,4096,6964,128,32,213,41120,25181,15940,3082,0.913204716,206.9119191
12071,16384,3944,128,8,525,44087,25040,15461,613,0.774329408,283.093961
12072,4096,7312,64,8,349,41155,25039,16210,468,0.887870974,302.8057359
12073,4096,4283,256,16,458,41041,24474,15520,1111,0.827343866,231.565
12074,4096,5354,256,4,710,40952,24736,15656,1462,0.631607722,377.1922582
12075,4096,2404,64,8,1227,40827,24906,15244,1964,0.788553553,294.4391201
12076,16384,7586,128,16,457,44110,25016,15930,1471,1.279297325,233.1205625
12077,2048,1853,128,2,71,40710,24590,15337,907,0.892729796,505.8562994
12078,1024,8052,256,2,824,40529,24690,16047,1471,0.71978573,508.0709124
12079,4096,2678,256,8,606,40707,24930,15334,2908,0.352680521,286.8883898
12080,2048,2775,128,32,91,40205,24983,15353,3436,1.552029435,213.6718817
12081,8192,2379,256,16,1787,41711,24801,15457,2181,0.662573718,229.6058531
12082,2048,7382,256,8,1227,40436,24749,15941,3853,1.590933322,320.7690961
12083,4096,3301,256,4,1631,40901,24991,15365,622,0.968792208,379.6472532
12084,2048,7474,128,2,296,40783,24958,15924,3658,0.878423329,501.2429945
12085,4096,6010,128,8,414,40980,25064,15597,3083,1.817300441,314.0988943
12086,1024,6806,64,8,1751,40047,25072,15891,747,1.190893447,319.8526449
12087,4096,5573,64,8,674,41183,24941,15671,1005,0.270863172,279.9541311
12088,16384,1292,128,8,1681,44073,24933,15219,402,0.799282745,283.7216822
12089,8192,5117,128,16,1742,42255,25007,15786,4716,1.231772473,232.9398429
12090,4096,2919,64,32,1876,41265,24808,15594,3644,1.361090212,212.6043767
12091,1024,2987,256,16,203,40544,25054,15524,1944,1.467602528,265.6860008
12092,16384,675,64,2,1428,44093,25139,15147,4842,0.1,472.742027
12093,4096,3499,512,32,58,40940,24829,15457,1402,0.905783308,204.6161115
12094,4096,6878,256,16,1701,41430,24909,16040,4141,0.693936911,240.5851828
12095,4096,6905,64,32,1160,40921,24889,15834,1803,1.492178604,204.17075
12096,8192,5150,256,4,775,42229,24812,15653,3119,1.494676185,390.4705177
12097,4096,5022,256,4,1518,40897,24876,15643,3815,0.263075573,371.2719364
12098,16384,4161,256,16,1954,43782,24938,15717,3033,1.044615646,231.928408
12099,8192,2125,64,32,444,42059,24966,15075,2382,0.874006115,190.8689498
12100,2048,2844,512,8,671,40187,24595,15207,3503,0.416778738,301.1819692
12101,8192,3661,128,8,167,42183,24913,15360,3787,1.67379756,301.0086143
12102,8192,5601,64,1,451,42124,25011,15704,3522,0.596412558,643.8380731
12103,4096,6503,128,8,1935,41120,25373,15877,3266,1.491019063,303.5048657
12104,4096,2453,128,4,217,41126,25163,15216,2755,1.27075495,391.4820748
12105,2048,7937,128,8,586,40404,24696,15809,2165,1.472527434,315.8143922
12106,8192,7444,256,1,382,42105,24956,15988,872,1.337460541,658.4624305
12107,8192,770,256,2,498,42009,24644,15046,3779,0.60499611,477.8099027
12108,4096,5570,64,8,208,41162,24806,15699,4717,1.255879601,305.113309
12109,16384,7550,64,4,114,44261,25198,15780,1337,0.300067226,356.0166149
12110,1024,6782,256,16,1434,39906,24802,15909,2621,0.943426967,255.7854858
12111,2048,7819,512,64,1867,40596,24462,16148,3368,1.478359776,182.0599265
12112,2048,1325,128,64,1274,40533,24782,15088,2507,0.772091446,173.3345548
12113,4096,7988,256,8,468,40971,24531,16213,4681,1.159623147,297.7159698
12114,4096,2445,128,16,935,40998,25031,15126,3771,1.465215836,250.9635079
12115,4096,2256,128,4,3,40905,24830,15194,4180,0.787380618,382.3160472
12116,4096,7950,512,4,680,41195,24831,16017,2049,0.709080377,378.0167781
12117,1024,3822,128,32,1545,40296,24882,15363,1240,1.34762216,213.4278112
12118,8192,3048,256,8,261,42433,24845,15487,776,0.421432499,287.5261788
12119,4096,7042,256,1,125,40919,24536,15966,3654,1.07020689,663.5134992
12120,4096,1396,256,8,1230,41310,24858,15119,384,2.011871606,319.1929866
12121,8192,2984,128,16,1681,42348,24942,15429,1753,0.1,221.3445086
12122,16384,7854,128,32,1393,44025,25000,15877,2899,1.046176278,187.8229382
12123,4096,1723,64,4,1499,40989,24903,15182,699,1.522329649,386.5087203
12124,4096,3294,128,1,210,40939,24860,15481,4689,1.037114754,655.416375
12125,2048,1387,256,16,1164,40696,24772,15253,4725,0.596380444,240.8764726
12126,2048,824,256,8,924,39736,24824,15164,2218,1.084503885,308.9839371
12127,8192,7185,128,8,1812,42317,25040,15811,2674,1.676403958,306.2004462
12128,16384,1913,256,8,215,43980,25079,14960,4859,2.098394835,314.4080939
12129,4096,1649,512,8,1106,41116,24513,15159,518,0.988485519,296.3737428
12130,4096,5763,128,64,251,41068,25128,15771,3322,1.690776958,179.4310142
12131,16384,6952,128,32,268,43922,24984,15814,1836,1.531067277,188.7800176
12132,8192,5531,128,16,1035,42287,24908,15627,4789,0.41330553,226.4358877
12133,8192,5146,64,16,861,42030,25010,15811,3559,1.009684478,228.772884
12134,8192,2572,128,8,1164,41883,24881,15230,1806,0.987304701,294.7358251
12135,1024,7854,256,8,1693,40259,24952,15952,2799,1.099759927,321.6197685
12136,8192,4766,128,32,732,41749,24899,15908,1348,1.190701797,200.7226492
12137,2048,2120,128,32,1004,40904,25227,15291,1823,1.117591623,205.3776515
12138,4096,3370,256,8,1349,41112,24601,15384,2476,1.200435754,298.6303873
12139,4096,5552,128,1,114,41022,24854,15558,2246,1.926936882,680.1128997
12140,16384,2757,256,16,577,44142,24847,15327,2676,1.289100838,234.2390864
12141,16384,4559,64,16,1152,43948,24878,15665,2202,1.017442775,226.9650578
12142,16384,1808,128,8,1650,43857,24812,15298,1711,0.960320767,292.7517964
12143,16384,4712,128,32,62,44243,24740,15604,1955,0.159020262,169.9708254
12144,2048,8023,256,4,1704,40175,24994,15958,2224,1.516058895,399.8004349
12145,4096,2966,256,16,1675,41495,24702,15359,3822,1.935745771,255.3001507
12146,16384,4540,128,8,1720,44134,25151,15573,4132,0.1,276.5913849
12147,4096,1701,256,4,886,41042,24956,15016,1334,0.372553875,382.8656777
12148,4096,5441,256,8,90,40766,24873,15626,3846,1.49271281,310.962606
12149,4096,2538,512,8,720,41040,24552,15250,551,0.1,287.2727668
12150,1024,5710,256,8,1101,40379,24847,15652,1889,1.25736098,310.5880718
12151,16384,4819,64,8,423,44027,25206,15520,1465,0.745392398,290.9236527
12152,8192,7002,128,2,928,42062,24830,15821,1458,0.683975169,490.747604
12153,2048,3974,256,32,324,40553,24921,15535,3636,1.210134498,213.9947647
12154,4096,5603,128,8,1218,41011,24934,15758,963,2.181674527,324.9427661
12155,4096,1072,256,8,1921,40864,24907,15198,4067,1.109203355,306.825721
12156,8192,6973,256,4,871,42083,24982,15952,4396,0.622554799,374.1932028
12157,8192,6021,256,4,1173,42043,25020,15741,929,1.26191717,367.746363
12158,1024,2487,128,64,1593,39888,24997,15310,2929,0.815799673,185.2573178
12159,1024,1068,256,4,92,40579,24964,15092,2302,0.80301778,394.014565
12160,8192,5474,64,64,827,42015,24935,15737,2926,0.702759397,162.8801075
12161,4096,5006,256,8,752,41124,24811,15471,1429,0.98521007,297.4492447
12162,4096,7532,512,16,395,41180,24690,16180,3847,0.847588615,238.1718132
12163,2048,4223,512,8,679,40151,24539,15765,3113,1.086333264,305.0774567
12164,4096,5096,128,8,260,41011,25099,15423,4347,0.886965271,298.0696267
12165,2048,2291,64,4,241,40880,25124,15328,1774,0.518833697,383.7232061
12166,4096,7816,128,4,19,41006,25010,16071,4645,1.265401677,383.6562686
12167,2048,2206,64,64,166,40462,24762,15437,1840,1.903862463,194.0554373
12168,8192,5474,256,8,9,42314,24710,15666,3156,1.071877194,296.5447232
12169,1024,4475,128,16,1744,40270,25050,15444,2847,0.677237397,255.3861152
12170,2048,6423,64,8,239,40220,24862,15945,3538,1.690397635,314.1012781
12171,4096,7655,64,16,1464,40909,24933,15925,4512,0.1,225.2463724
12172,16384,2414,512,8,325,44043,24661,15197,3590,1.519458614,298.79028
12173,4096,3268,128,16,1208,41269,25052,15335,3687,0.583864675,237.4828612
12174,8192,7171,128,4,1232,42089,24941,15972,2153,1.350003406,377.1256838
12175,4096,6757,128,32,98,41190,24692,16048,1479,0.787600819,197.9353854
12176,1024,2771,128,16,306,40483,25147,15343,3378,1.17347754,266.4338054
12177,8192,1001,128,8,2023,41799,24773,15207,3767,2.081013464,312.3958877
12178,2048,621,256,32,671,41047,24668,15276,2941,1.943400621,213.884596
12179,2048,6874,128,4,1376,40677,24604,15831,2439,1.403251816,395.326643
12180,16384,1865,128,2,246,44137,24780,15168,3155,0.1,470.1087136
12181,8192,3670,64,32,1390,42241,24814,15497,3147,0.384005825,184.3906637
12182,8192,4933,64,4,920,41916,25020,15644,1171,0.821449676,370.2931034
12183,1024,1309,256,8,1636,40175,25032,15067,4553,0.883764842,309.6434284
12184,2048,6740,128,8,660,40946,24675,15672,1204,0.1,300.6444264
12185,4096,3760,64,8,181,40882,24754,15332,4587,0.142933405,285.6954955
12186,4096,4878,128,4,1662,40973,25031,15560,2120,0.611507456,379.9450851
12187,2048,4037,128,2,424,40203,24467,15618,4246,1.660781594,519.3077103
12188,4096,3415,128,2,1116,40993,24817,15424,1385,1.604445674,500.337402
12189,4096,5767,128,32,1152,40904,24831,15633,3099,0.308559782,188.7864689
12190,8192,4376,512,8,1137,41690,24857,15710,1536,0.1,277.203258
12191,4096,1189,256,32,1631,40873,24872,15275,1937,1.505132829,210.4218517
12192,8192,7006,256,64,1890,42387,24539,15996,2325,0.982644235,163.5381739
12193,4096,2941,256,8,942,40986,24783,15420,3309,0.660983404,290.6821777
12194,4096,683,512,4,1505,41120,24850,15068,3235,0.469265525,372.1009538
12195,4096,3506,64,16,307,40851,25058,15514,4487,0.442064966,237.1706217
12196,4096,8116,128,32,967,41266,24821,16083,2239,0.1,186.636415
12197,8192,1347,128,4,190,42012,24814,15413,1078,0.4219274,359.4740581
12198,8192,2305,256,16,1078,42081,25020,15337,1607,1.620043649,249.8105619
12199,4096,638,128,32,447,41056,24907,15008,1791,0.790694608,198.8036853
12200,2048,5103,512,32,1118,40705,24927,15478,4243,1.213405713,214.5979849
12201,4096,7506,256,16,1691,40910,25017,15828,1138,1.034511751,241.7168657
12202,16384,560,64,64,175,44238,25242,15199,685,1.382958802,161.1666238
12203,4096,1321,128,8,33,40909,24992,15223,759,1.060820213,296.8976264
12204,2048,775,64,8,822,40615,24893,14886,4457,1.090651785,311.2194977
12205,4096,6555,128,32,265,41020,25091,15811,2836,1.407403128,202.4055284
12206,4096,5758,64,16,1322,40793,24742,15719,4673,1.608788413,253.5494608
12207,4096,3446,128,64,947,40994,25076,15282,586,1.375306939,171.9763072
12208,4096,2037,64,1,1840,41045,25000,15189,2990,1.873685775,671.0129247
12209,2048,3795,128,8,1057,40527,24648,15485,467,0.848701123,313.2160751
12210,2048,6486,64,16,1177,40350,25166,15821,4408,1.47794545,250.9109412
12211,16384,6920,128,32,1562,44264,25014,16079,3961,0.913269528,189.0017907
12212,1024,3579,128,8,1313,40162,24885,15551,4517,0.554466111,310.339304
12213,8192,1155,256,1,1373,41897,24945,15205,856,0.1,645.7996388
12214,8192,3467,256,16,131,42126,25178,15318,2587,1.531838668,237.613818
12215,2048,4376,128,8,1336,40348,25222,15456,1136,1.163789244,314.6060488
12216,4096,6761,64,8,1136,41059,24782,15860,1133,1.48687227,301.9835135
12217,8192,5757,128,32,865,42498,24923,15604,2106,1.710614469,201.2612224
12218,4096,7212,64,16,78,41065,25155,15865,3413,1.159972725,240.3503499
12219,4096,3018,256,8,1226,41368,24719,15494,886,1.229760978,304.0303911
12220,4096,5124,128,16,1621,40836,24746,15688,454,1.30739935,245.9156257
12221,16384,3679,512,8,1375,43883,24842,15548,2685,1.249640932,290.5011209
12222,4096,6103,128,8,794,40895,25197,15735,1078,0.114025574,285.508497
12223,2048,2186,256,8,1644,40618,25077,15320,1460,1.105530164,306.066692
12224,1024,4353,128,16,1153,40211,25251,15496,613,0.552692523,256.8022182
12225,4096,749,256,32,1693,41102,24835,14969,1214,1.093810809,205.2575177
12226,8192,4607,256,16,993,41910,24939,15645,2077,1.33473357,241.1842911
12227,4096,553,256,16,1297,40997,24719,15009,754,1.549582302,245.4975759
12228,2048,6320,128,16,312,40402,24829,15619,1049,0.708492755,246.3779084
12229,8192,3249,64,16,610,42170,24960,15356,3597,1.169193019,235.4336193
12230,16384,7633,128,16,108,43877,24553,15935,1897,0.752346423,223.603988
12231,16384,3686,128,32,1349,43870,24750,15324,407,0.1,175.2458089
12232,4096,2616,512,8,486,40793,24797,15249,1761,0.609580525,294.6092018
12233,8192,3737,256,16,1547,41763,24954,15688,1449,1.962124686,248.005048
12234,4096,5827,64,8,1301,40676,24778,15792,2702,1.470415611,307.9946409
12235,8192,8166,128,16,979,42361,24849,15897,4225,1.267092793,243.3300774
12236,4096,7406,256,32,782,41305,24814,15954,3985,0.429017237,189.0207521
12237,2048,7988,128,8,1896,40346,25087,15991,883,0.69525688,299.3246758
12238,2048,4867,128,16,1679,40406,24966,15526,4031,1.147784356,251.750075
12239,2048,3618,128,8,612,40622,24885,15636,4286,1.150081199,313.5097662
12240,1024,1111,512,32,145,40210,24701,15036,3126,1.447922988,220.586876
12241,2048,7542,64,16,1518,40081,24811,15850,2799,0.528797144,240.9661412
12242,2048,5002,128,16,998,40240,24938,15631,3283,0.98136088,250.1441795
12243,4096,3355,64,8,1472,41142,25153,15387,2954,1.396187255,308.2883466
12244,4096,5311,128,4,1725,41047,24784,15747,2363,1.056017627,383.9291826
12245,2048,2771,64,8,1973,40425,24924,15197,2555,1.208396277,305.8080213
12246,8192,3647,256,8,28,41798,24693,15269,2835,0.789112752,294.5363776
12247,2048,2009,512,16,1782,40289,24882,15135,675,0.314390258,240.4870585
12248,8192,1784,256,8,1047,42001,25044,15206,1071,1.780171274,297.2216974
12249,2048,2259,512,16,1631,40650,24965,15301,2317,1.733684502,249.7366503
12250,4096,7846,512,16,1976,41167,24784,16226,1467,1.519327834,252.0576899
12251,4096,4228,64,2,496,41127,24856,15702,791,1.936771279,512.7777978
12252,2048,1824,128,64,767,40558,25321,15170,526,0.989453553,170.142378
12253,2048,7460,128,16,223,40791,24910,15864,4641,0.25166615,243.5898911
12254,1024,4294,128,8,1107,40027,24735,15603,1105,1.482681563,321.470335
12255,4096,5037,128,2,155,41131,25091,15685,4036,0.351456935,485.6513541
12256,4096,781,512,16,426,40896,24379,14831,2245,0.668401573,236.6434083
12257,4096,5951,256,1,1482,40970,25024,15826,1786,0.530182057,657.2569222
12258,2048,797,128,2,617,40784,25088,15043,616,0.851044219,499.8101107
12259,8192,565,256,4,718,42035,25128,15070,1226,1.314665976,374.3777941
12260,16384,2385,256,16,1515,43741,25047,15178,2026,0.584535124,217.4631958
12261,4096,6289,512,8,95,40966,24984,15777,2062,1.050521757,300.114001
12262,1024,7928,128,16,270,40310,24554,15822,2876,0.67165992,245.9799972
12263,4096,5883,128,1,1765,40762,25119,15689,3562,0.90677491,652.425479
12264,4096,6342,128,8,416,41071,25003,15817,3036,0.220964937,291.2530963
12265,16384,8095,128,2,458,43797,24710,15844,3115,1.252950908,488.7962643
12266,4096,5593,128,8,20,40759,25076,15728,1131,1.007483595,294.2704737
12267,2048,5980,128,64,259,40475,24884,15903,3348,1.012359968,172.3226937
12268,16384,6824,128,2,1364,43945,24818,16074,1244,0.363200586,482.1138335
12269,4096,4736,128,2,1323,40928,25050,15478,2532,0.322566273,491.7936698
12270,4096,7094,128,16,1519,40473,25156,16063,3555,1.31090884,250.3570302
12271,4096,5294,512,2,970,41309,24815,15596,4193,0.592746485,489.9291386
12272,2048,4551,512,4,1471,40475,24645,15566,603,1.803488994,398.9007198
12273,4096,3414,256,16,193,40890,25007,15405,1093,1.230239184,241.6973955
12274,4096,5696,512,4,1646,41249,24832,15561,1258,1.637374377,391.4946708
12275,2048,1809,256,4,1137,40468,24840,15103,2908,1.024484838,384.2386617
12276,16384,970,128,8,440,44106,24972,15143,4945,0.760782375,286.3115036
12277,2048,1783,64,16,406,40425,25082,15210,4578,0.298338359,235.3890429
12278,2048,3325,128,16,824,40564,24964,15440,903,1.567389205,255.7280824
12279,4096,1603,128,2,733,40664,25075,15160,3109,0.981168541,500.825217
12280,8192,1548,128,32,1241,41854,24952,15327,1576,0.427267644,186.8429249
12281,4096,5459,64,4,1669,41045,24822,15651,1227,0.883605796,382.899063
12282,4096,2358,256,16,1655,40850,24791,15534,2355,0.427656702,230.9897942
12283,2048,4698,256,4,1635,40645,24842,15569,2802,0.736350944,382.0703397
12284,2048,2662,64,64,1658,40061,25032,15238,654,1.080072166,180.4225054
12285,2048,4775,128,32,1395,40911,24924,15620,1521,0.793545815,202.581125
12286,4096,1308,512,16,377,41020,24424,15235,4151,1.454899767,246.1244569
12287,8192,6805,512,32,503,42176,24898,15724,3568,1.273394504,194.8296825
12288,4096,3417,64,8,1917,41184,25261,15577,3775,0.851721211,292.9292595
12289,16384,6416,64,2,205,44538,24747,15787,4950,0.1,469.6691922
12290,2048,2738,64,1,964,40541,25073,15259,4893,1.126976641,669.1671912
12291,4096,6610,128,2,977,41296,24787,15793,2141,0.1,482.3096366
12292,1024,2958,128,8,877,40336,24945,15350,2310,0.386086728,305.147008
12293,4096,7383,128,64,1586,40919,25138,15805,2826,0.836611049,174.2363565
12294,8192,1139,128,2,1960,41910,24572,15127,2013,2.22125528,516.1063559
12295,8192,8172,64,8,886,42363,25044,16067,2045,0.1,278.0019504
12296,16384,6949,64,16,1670,43580,25131,15881,1951,0.775664073,222.264527
12297,2048,4170,128,64,788,40627,24780,15478,984,0.596551126,176.9819224
12298,1024,621,128,8,341,40304,24955,15047,1179,1.206241307,318.1098663
12299,1024,4049,512,1,1978,40346,24849,15505,1763,1.907408682,690.1791986
12300,8192,5195,128,2,1599,41877,25087,15761,2075,1.163872742,493.5686303
12301,8192,5580,128,4,425,42185,24834,15769,3228,1.485075657,378.6219444
12302,16384,4338,128,8,1959,44142,25021,15494,1360,1.091081502,290.9389176
12303,1024,1174,128,16,2010,40498,24726,14964,4444,0.545522032,253.6333185
12304,8192,1657,64,4,1990,42085,24926,15284,2905,0.36946802,368.1032861
12305,4096,1514,128,8,1919,41065,24844,15128,3460,1.364400105,302.4512441
12306,4096,1931,64,8,1841,41146,24926,15131,2087,1.257063234,304.3151498
12307,8192,6725,256,16,1970,42010,24809,15828,3393,0.1,216.2205777
12308,8192,8142,256,4,1909,42213,24930,16129,1102,1.730662672,387.7778092
12309,2048,6410,128,32,1192,40525,24807,15870,1602,0.346110762,197.0464146
12310,1024,6319,128,8,1869,40256,25065,15666,1855,1.372179005,333.6075329
12311,1024,3361,256,8,45,39918,25006,15443,4310,1.586275744,322.5311611
12312,16384,4693,256,4,1087,43740,24955,15281,1930,0.454525981,361.1919458
12313,16384,1091,256,16,263,43680,24905,15362,4893,0.983390706,228.9953161
12314,4096,3984,64,32,445,40841,24968,15545,4629,0.713653078,189.6773718
12315,4096,3961,256,16,182,41130,25279,15567,3150,2.096311955,251.1491175
12316,2048,7049,256,8,267,40333,24984,15773,2947,0.674001215,301.3519258
12317,8192,5450,256,2,1743,42295,24767,15630,4648,1.361035679,499.5755377
12318,4096,3729,128,16,535,40999,24890,15397,3582,0.354134056,229.6550153
12319,4096,2570,256,32,1122,40584,25099,15184,1488,1.177574577,200.6097745
12320,8192,2631,128,16,1249,42131,24830,15323,4692,0.199854002,218.8740557
12321,1024,4335,512,32,838,40504,24918,15661,3567,0.1,199.3920614
12322,4096,7837,64,8,368,41038,24922,15891,4800,1.170083934,306.6146284
12323,4096,5206,128,4,1425,40809,24903,15541,3970,1.024836559,387.3713376
12324,1024,2160,256,32,938,40402,25083,14994,2368,0.945778847,216.3345584
12325,8192,6417,64,16,634,41764,24980,15962,4248,1.415486837,238.8820727
12326,4096,7573,64,32,987,40937,25232,15876,1432,0.109656982,186.1679347
12327,4096,1664,128,2,1493,41253,25060,15071,4021,0.294111501,488.8993872
12328,16384,4753,128,16,1051,44065,24941,15547,4543,1.249178621,229.4521439
12329,8192,1389,64,16,355,41959,25082,15223,4461,0.332549504,225.5793599
12330,8192,2009,256,32,182,41893,24784,15257,1299,0.884326901,192.4807597
12331,4096,7137,128,8,379,40897,24974,15833,666,1.190629434,303.6679377
12332,16384,6273,256,32,589,43679,25123,15795,2523,0.973600971,183.36878
12333,4096,7259,128,2,1891,40985,24994,15933,3426,1.26664098,495.395331
12334,16384,5370,256,8,1767,44025,24651,15576,2123,0.679802229,280.7568839
12335,2048,2103,128,16,1328,40492,25120,15101,4740,0.650180114,238.598364
12336,2048,2230,128,8,1281,40488,24722,15416,384,1.367292449,309.2461732
12337,8192,3719,64,32,2027,42060,25173,15587,2573,1.554477219,205.545098
12338,4096,3086,256,4,369,41157,25123,15281,1534,1.14147028,378.8673329
12339,8192,7173,512,32,1585,41849,24864,15881,4064,1.46299576,198.4584373
12340,4096,1399,64,8,387,40776,24945,15078,996,0.782370127,301.2498639
12341,2048,5999,256,16,1744,40294,24971,15725,1469,0.640625167,244.0625294
12342,8192,4753,256,2,1795,41782,25073,15735,3189,1.139777129,491.7119475
12343,4096,7700,256,16,1642,41155,24964,15723,484,1.059511711,237.4235222
12344,4096,985,256,8,1239,40675,25017,15103,4563,2.715463221,321.4733744
12345,2048,893,64,2,1583,40597,24716,15152,4113,1.422002088,514.3164231
12346,4096,4424,128,8,1378,41218,24896,15588,520,0.137337703,288.5684731
12347,2048,6191,256,8,948,40279,24978,15922,1990,0.610609718,298.5791848
12348,16384,7042,64,32,1007,44313,25129,16041,889,1.105945097,180.8663866
12349,8192,5624,128,2,1220,42062,24745,15541,802,0.903798315,493.5932479
12350,2048,6490,256,16,428,40281,24934,15709,2074,0.547427533,237.7220091
12351,4096,564,128,16,307,41014,24923,15212,1854,0.800603079,236.397724
12352,4096,4082,128,4,403,41178,24964,15329,930,0.918542134,378.4676485
12353,16384,2321,512,32,982,43895,24751,15285,646,0.796119164,184.140423
12354,16384,6561,256,16,2003,44335,25027,15973,3221,1.419392641,238.4755002
12355,8192,3154,128,8,2028,41728,24766,15241,1167,0.930007639,284.5192689
12356,1024,3750,128,32,752,40283,24865,15451,1519,1.030726296,213.8158995
